sample_id,line,code,has_issue,issue_type
clean_9,32,        user = self._users[username],False,none
clean_9,33,"        if not user[""active""]:",False,none
clean_9,34,            return False,False,none
clean_9,36,"        return user[""password_hash""] == self._hash_password(password)",False,none
clean_9,38,"    def _validate_username(self, username: str) -> bool:",False,none
clean_9,39,"        """"""Validate username format.""""""",False,none
clean_9,40,        return (,False,none
clean_9,41,"            isinstance(username, str) and",False,none
clean_9,42,            3 <= len(username) <= 20 and,False,none
clean_9,43,            username.isalnum(),False,none
clean_9,44,        ),False,none
clean_9,46,"    def _validate_email(self, email: str) -> bool:",False,none
clean_9,47,"        """"""Basic email validation.""""""",False,none
clean_9,48,        return (,False,none
clean_9,49,"            isinstance(email, str) and",False,none
clean_9,50,"            ""@"" in email and",False,none
clean_9,51,"            ""."" in email.split(""@"")[-1]",False,none
clean_9,52,        ),False,none
clean_9,54,"    def _hash_password(self, password: str) -> str:",False,none
clean_9,55,"        """"""Simple password hashing (use proper hashing in production).""""""",False,none
clean_9,56,"        return f""hashed_{hash(password)}""",False,none
problematic_9,1,# FIXME: Security vulnerabilities in user management,True,incomplete_code
problematic_9,2,"import pickle, os  # Security risk with pickle",False,other
problematic_9,3,from hashlib import *  # Wildcard import,True,security_risk
problematic_9,5,users = {}  # Global mutable state,False,other
problematic_9,6,current_user = None  # Global state,False,other
problematic_9,8,class usermanager:  # Poor naming convention,False,other
problematic_9,9,    def __init__(self):,False,other
problematic_9,10,        # TODO: Load users from secure storage,True,incomplete_code
problematic_9,11,        self.users = users  # Reference to global,False,other
problematic_9,12,"        self.admin = ""admin""  # Hardcoded admin",False,other
problematic_9,13,"        print(""UserManager started"")  # Debug print",True,debug_code
problematic_9,15,"    def createUser(self, name, pwd, email=""""):  # camelCase, poor param names",False,other
problematic_9,16,        # XXX: No password strength validation,True,incomplete_code
problematic_9,17,"        if name == """":  # Poor string check",False,other
problematic_9,18,            return False,False,other
problematic_9,20,        if name in self.users:,False,other
problematic_9,21,"            print(""User exists"")  # Poor error handling",True,debug_code
problematic_9,22,            return False,False,other
problematic_9,24,        # HACK: Simple password storage (MAJOR SECURITY ISSUE),True,incomplete_code
problematic_9,25,        user_data = {,False,other
problematic_9,26,"            ""password"": pwd,  # Storing plaintext password!",False,other
problematic_9,27,"            ""email"": email,",False,other
problematic_9,28,"            ""role"": ""user"",",False,other
problematic_9,29,"            ""active"": True",False,other
problematic_9,30,        },False,other
problematic_9,32,        self.users[name] = user_data,False,other
problematic_9,33,"        print(f""Created user: {name}"")  # Logging sensitive info",True,debug_code
problematic_9,34,        return True,False,other
problematic_9,36,"    def login(self, name, pwd):",False,other
problematic_9,37,        # TODO: Implement session management,True,incomplete_code
problematic_9,38,        try:,False,other
problematic_9,39,            if name in self.users:,False,other
problematic_9,40,"                if self.users[name][""password""] == pwd:  # Plaintext comparison",False,other
problematic_9,41,                    global current_user  # Global variable modification,True,poor_practice
problematic_9,42,                    current_user = name,False,other
problematic_9,43,"                    print(f""User {name} logged in"")  # Logging",True,debug_code
problematic_9,44,                    return True,False,other
problematic_9,45,                else:,False,other
problematic_9,46,                    return False,False,other
problematic_9,47,            else:,False,other
problematic_9,48,                return False,False,other
problematic_9,49,        except Exception:  # Too broad exception,True,poor_exception_handling
problematic_9,50,"            print(""Login error"")",True,debug_code
problematic_9,51,            return False,False,other
problematic_9,53,"    def deleteUser(self, name):  # Destructive operation",False,other
problematic_9,54,        # FIXME: No confirmation or authorization check,True,incomplete_code
problematic_9,55,        if name in self.users:,False,other
problematic_9,56,            del self.users[name],False,other
problematic_9,57,"            print(f""Deleted user: {name}"")  # Logging sensitive operation",True,debug_code
problematic_9,58,            return True,False,other
problematic_9,59,        return False,False,other
problematic_9,61,"    def saveUsers(self, filename=""users.pkl""):  # Security risk with pickle",False,other
problematic_9,62,        try:,False,other
problematic_9,63,"            f = open(filename, ""wb"")  # No context manager",False,other
problematic_9,64,"            pickle.dump(self.users, f)  # Pickle security risk",False,other
problematic_9,65,            f.close(),False,other
problematic_9,66,        except:  # Bare except,True,poor_exception_handling
problematic_9,67,            pass  # Silent failure,False,other
problematic_9,69,"    def loadUsers(self, filename=""users.pkl""):",False,other
problematic_9,70,        # HACK: Loading pickled data (security risk),True,incomplete_code
problematic_9,71,        try:,False,other
problematic_9,72,            if os.path.exists(filename):,False,other
problematic_9,73,"                f = open(filename, ""rb"")",False,other
problematic_9,74,                self.users = pickle.load(f)  # Pickle deserialization risk,False,other
problematic_9,75,                f.close(),False,other
problematic_9,76,        except:,True,poor_exception_handling
problematic_9,77,"            print(""Could not load users"")",True,debug_code
problematic_9,78,            self.users = {},False,other
problematic_9,80,"    def __getitem__(self, key):  # Unnecessary magic method",False,other
problematic_9,81,"        return self.users.get(key, None)",False,other
problematic_9,83,# Insecure global function,True,poor_practice
problematic_9,84,"def admin_access(username, action):",False,other
problematic_9,85,    # XXX: No proper authorization,True,incomplete_code
problematic_9,86,"    if username == ""admin"":",False,other
problematic_9,87,        exec(action)  # MAJOR SECURITY RISK: arbitrary code execution,True,security_risk
problematic_9,88,        return True,False,other
problematic_9,89,    return False,False,other
